placename	longitude	latitude	file 	query
Nsanje	35.14762	-15.8637	Food_Security_and_Agriculture_Project_List_from_MoAFS_March_2011.csv	Nsanje
Nsanje	35.14762	-15.8637	IGPWP_Roads_project_sites0.csv	Nsanje
Nsanje	35.14762	-15.8637	IGPWP_Roads_project_sites1.csv	Nsanje
Nsanje	35.14762	-15.8637	IGPWP_Roads_project_sites.csv	Nsanje
Nsonde	35.68333	-14.76667	215_pdf.txt	Nsonde
Nsonde	35.68333	-14.76667	52_pdf.txt	Nsonde
Ntaja	34.52207	-15.40641	203_pdf.txt	Ntaja
Ntaja	34.52207	-15.40641	204_pdf.txt	Ntaja
Ntaja	34.52207	-15.40641	205_pdf.txt	Ntaja
Ntaja	34.52207	-15.40641	215_pdf.txt	Ntaja
Ntaja	34.52207	-15.40641	28_pdf.txt	Ntaja
Ntaja	34.52207	-15.40641	42_pdf.txt	Ntaja
Ntaja	34.52207	-15.40641	52_pdf.txt	Ntaja
Ntcheu	34.63586	-14.82027	105_pdf.txt	Ntcheu
Ntcheu	34.63586	-14.82027	139_pdf.txt	Ntcheu
Ntcheu	34.63586	-14.82027	144_pdf.txt	Ntcheu
Ntcheu	34.63586	-14.82027	147_pdf.txt	Ntcheu
Ntcheu	34.63586	-14.82027	162_pdf.txt	Ntcheu
Ntcheu	34.63586	-14.82027	215_pdf.txt	Ntcheu
Ntcheu	34.63586	-14.82027	235_pdf.txt	Ntcheu
