Project ID,latitude,longitude
60,-13.98287,33.77049
61,-14.94583,35.57367
61,-15.80299,35.02211
61,-13.5,34
61,-14.9641,35.67749
61,-13.5,34
61,-15.45051,34.70034
61,-13.66667,33.3
61,-15.3,35.7
61,-15.39979,35.31366
61,-14.73333,35.53333
61,-15.5,35
61,-14.87652,35.30112
61,-15.63337,34.51682
61,-13.5,34
61,-15.66744,35.72408
61,-15.40641,34.52207
63,-14.01962,33.68407
63,-12.16667,33.68333
64,-14.01962,33.68407
64,-13.5,34
65,-14.766,35.283
65,-13.5,34
67,-13.88461,33.50585
67,-14.94583,35.57367
67,-13.76667,33.38333
67,-13.5,34
67,-14.93333,35.45
67,-15.43007,35.41829
67,-13.5,34
67,-14.01962,33.68407
67,-14.96667,35.51667
67,-14.08463,33.91076
67,-15.40641,34.52207
68,-15.96099,35.49365
68,-14.01962,33.68407
68,-13.5,34
68,-13.5,34
69,-13.5,34
69,-14.01962,33.68407
69,-15.43007,35.41829
69,-13.5,34
70,-13.68333,34.26667
70,-13.5,34
70,-14.01076,33.3419
70,-13.85,35.2
70,-14.93212,35.01172
70,-14.21697,33.66607
70,-14.81667,35.75
70,-13.5,34
70,-12.06613,34.73066
70,-14.01962,33.68407
70,-10.11153,33.88151
70,-11.03333,34.21667
71,-13.5,34
71,-15.64732,34.93956
71,-16.4,34.86667
71,-15.86586,35.22224
71,-13.40903,33.8785
71,-15.63337,34.51682
71,-11.03333,34.21667
72,-13.5,34
72,-13.5,34
73,-13.5,34
73,-15.91667,35.06667
73,-15.5,35
73,-13.5,34
73,-15.64732,34.93956
75,-15.86667,35.2
75,-15.71667,35.71667
75,-14.01962,33.68407
75,-15.78499,35.00854
75,-13.5,34
76,-14.39296,35.34658
76,-13.71959,34.40184
76,-12.80417,34.08298
76,-14.94583,35.57367
76,-15.04839,35.0591
76,-13.5,34
76,-16.75,35.16667
76,-15.43007,35.41829
76,-13.5,34
76,-14.01962,33.68407
76,-14.26273,34.18559
76,-13,33.41667
76,-11.65304,34.05322
76,-16.16667,34.75
76,-15.64732,34.93956
76,-14.08239,34.91652
76,-14.75,34.75
77,-15.64732,34.93956
77,-15.78499,35.00854
77,-13.5,34
78,-13,33.41667
79,-14.39296,35.34658
79,-12.80417,34.08298
79,-13.5,34
79,-15.45051,34.70034
79,-13,33.41667
79,-15.43007,35.41829
79,-15.86667,35.2
79,-14.01962,33.68407
79,-14.26273,34.18559
79,-11.85428,33.60778
79,-15.12296,35.54495
79,-15.78499,35.00854
79,-13.7623,33.07998
80,-14.39296,35.34658
80,-11,34
80,-12.80417,34.08298
80,-13.5,34
80,-14.63566,35.25184
80,-11.46556,34.02071
80,-15.3,35.7
80,-13.96542,34.80193
80,-15.43007,35.41829
80,-13.5,34
80,-13.71959,34.40184
80,-13.5,34
80,-11.65304,34.05322
80,-14.01962,33.68407
80,-10.11153,33.88151
80,-15.64732,34.93956
81,-13.5,34
81,-14.72359,34.80892
81,-13.5,34
81,-14.01962,33.68407
82,-15.80299,35.02211
82,-13.5,34
82,-13.5,34
82,-13.71959,34.40184
82,-14.01962,33.68407
82,-10.11153,33.88151
82,-15.43007,35.41829
82,-13.7623,33.07998
83,-13.12796,34.18533
83,-13.5,34
83,-14.63566,35.25184
83,-16.4,34.86667
83,-14.766,35.283
83,-13.96542,34.80193
83,-15.63333,34.61667
83,-15.43007,35.41829
83,-13.5,34
83,-14.01962,33.68407
83,-14.39296,35.34658
83,-15.64732,34.93956
84,-12.16667,33.68333
84,-14.01962,33.68407
84,-13.5,34
84,-13.5,34
85,-13.5,34
85,-14.766,35.283
85,-13.5,34
85,-14.11667,33.95
85,-14.01962,33.68407
85,-15.64732,34.93956
86,-13.96692,33.78725
86,-13.5,34
86,-16.75,35.16667
86,-13.5,34
86,-14.01962,33.68407
86,-15.64732,34.93956
87,-14.94583,35.57367
87,-15.04839,35.0591
87,-13.5,34
87,-16.75,35.16667
87,-15.43007,35.41829
87,-13.5,34
87,-13.71959,34.40184
87,-11.65304,34.05322
87,-14.26273,34.18559
87,-14.01962,33.68407
87,-16.16667,34.75
87,-15.64732,34.93956
87,-14.18031,33.77725
88,-14.39296,35.34658
88,-14.01962,33.68407
88,-13.5,34
88,-14.94583,35.57367
88,-13.5,34
88,-15.63333,34.61667
89,-13.5,34
89,-14.01962,33.68407
89,-13.5,34
90,-13.5,34
90,-13.96542,34.80193
91,-13.5,34
91,-13.5,34
91,-14.01962,33.68407
91,-15.78499,35.00854
91,-15.64732,34.93956
92,-13.5,34
92,-11.85428,33.60778
92,-13.5,34
93,-16.75,35.16667
93,-14.01962,33.68407
93,-13.5,34
93,-16.16667,34.75
94,-14.01962,33.68407
94,-13.16667,33.58333
94,-13.5,34
95,-13.5,34
96,-13.5,34
96,-14.26273,34.18559
96,-15.64732,34.93956
97,-13.5,34
98,-14.01962,33.68407
98,-13.5,34
98,-13.5,34
99,-13.5,34
99,-13.16667,33.58333
99,-15.64732,34.93956
99,-14.01962,33.68407
99,-13.5,34
100,-14.01962,33.68407
100,-13.5,34
101,-14.01962,33.68407
101,-13.5,34
102,-14.01962,33.68407
102,-13.5,34
103,-14.39296,35.34658
103,-12.80417,34.08298
103,-13.5,34
103,-15.78499,35.00854
103,-14.01962,33.68407
103,-11.85428,33.60778
103,-13.7623,33.07998
103,-14.75,34.75
104,-14.01962,33.68407
104,-13.5,34
104,-13.5,34
105,-14.51667,34.46667
106,-13.5,34
107,-13.5,34
108,-11,34
108,-14.39296,35.34658
108,-13.5,34
108,-15.63333,34.61667
108,-11.46556,34.02071
108,-12.16667,33.68333
108,-13.5,34
108,-15.86667,35.2
108,-14.01962,33.68407
108,-15.63337,34.51682
108,-15.64732,34.93956
109,-14.01962,33.68407
109,-13.5,34
109,-13.5,34
110,-13.5,34
110,-13.96542,34.80193
110,-12.16667,33.68333
110,-15.78499,35.00854
110,-12.56667,33.31667
111,-13.5,34
111,-13.5,34
113,-13.5,34
113,-12.16667,33.68333
113,-13.5,34
115,-14.01962,33.68407
115,-13.5,34
115,-12.16667,33.68333
115,-13.5,34
116,-12.56667,33.31667
116,-13.5,34
117,-13.5,34
118,-14.39296,35.34658
118,-11.85428,33.60778
118,-14.94583,35.57367
118,-15.04839,35.0591
118,-13,33.41667
118,-13.5,34
119,-13.5,34
120,-13.5,34
120,-13.5,34
121,-13.5,34
122,-13.5,34
123,-15.04839,35.0591
123,-13.5,34
123,-16.75,35.16667
123,-16.16667,34.75
123,-14.01962,33.68407
123,-13.5,34
123,-15.64732,34.93956
124,-13.5,34
124,-14.01962,33.68407
124,-13.5,34
124,-15.43007,35.41829
124,-15.64732,34.93956
125,-13.5,34
125,-14.01962,33.68407
125,-15.43007,35.41829
125,-15.64732,34.93956
126,-13.5,34
127,-12.16667,33.68333
127,-13.5,34
128,-13.5,34
128,-15.43007,35.41829
128,-13.5,34
128,-12.56667,33.31667
128,-12.16667,33.4
129,-13.5,34
129,-13.96692,33.78725
129,-14.01962,33.68407
129,-15.4,35.31667
129,-11.422,33.99323
130,-14.58333,35.53333
130,-13.78386,34.41936
130,-13.5,34
131,-13.71959,34.40184
131,-16.10583,35.1506
131,-13.5,34
131,-15.88756,35.19758
131,-13.58367,32.95503
131,-15.43007,35.41829
131,-13.5,34
131,-16.00269,35.31861
131,-14.52656,34.67625
131,-15.64732,34.93956
131,-15.80115,35.05338
131,-15.63337,34.51682
131,-13.7623,33.07998
133,-16.65,35.2
133,-11.42751,33.3743
133,-16.16667,34.75
133,-16.75,35.16667
133,-13.5,34
133,-13.45,33.8
133,-15.43007,35.41829
133,-13.4,34.03333
133,-13.52858,33.87179
133,-15.86667,35.2
133,-14.01962,33.68407
133,-15.64732,34.93956
134,-13.5,34
134,-14.01962,33.68407
134,-13.5,34
135,-15.93489,35.62909
135,-13.7804,34.4587
135,-14.72359,34.80892
135,-14.63566,35.25184
135,-15.88756,35.19758
135,-14.99312,34.82299
135,-12.56667,34.15
135,-16.75,35.16667
135,-15.43007,35.41829
135,-13,33.41667
135,-12.16667,33.68333
135,-15.5,35
135,-14.01962,33.68407
135,-11.85428,33.60778
135,-14.08239,34.91652
135,-15.2,35.51667
135,-13.48333,33.96667
135,-15.64732,34.93956
135,-14.39296,35.34658
135,-13.12796,34.18533
135,-13.16709,33.74322
135,-14.98333,35.45
135,-15.06665,35.22543
135,-13.5,34
135,-12.83333,33.8
135,-14.58333,35.53333
135,-14.21697,33.66607
135,-13.5,34
135,-14.26273,34.18559
135,-13.36667,33.96667
135,-15.71875,35.68718
135,-15.78499,35.00854
135,-15.75268,35.21576
135,-13.66667,33.53333
135,-12.80417,34.08298
135,-14.98333,34.66667
135,-14.36553,35.59639
135,-13.67381,34.27009
135,-13.5,34
135,-10.80292,33.80524
135,-15.63337,34.51682
135,-12.71667,33.4
135,-14.75,34.75
135,-13.0146,33.4686
135,-14.46667,35.63333
135,-13.2673,33.84087
135,-14.94583,35.57367
135,-15.04839,35.0591
135,-13.88333,33.15
135,-12.43333,33.88333
135,-13.96542,34.80193
135,-11,34
135,-13.71959,34.40184
135,-13.80893,34.01096
135,-11.65304,34.05322
135,-12.36667,34.06667
135,-16.16667,34.75
135,-15.78644,35.00416
136,-13.16667,33.58333
136,-14.01962,33.68407
136,-13.5,34
137,-13.5,34
138,-14.01962,33.68407
138,-13.12796,34.18533
138,-13.5,34
138,-12.56667,34.15
138,-13.5,34
139,-13.5,34
139,-12.56667,34.15
139,-12.16667,33.68333
139,-13.5,34
139,-14.01962,33.68407
139,-15.35,35.43333
139,-12.63333,33.68333
140,-10.43333,33.96667
140,-13.98627,33.78842
140,-15.2,35.51667
140,-12.80417,34.08298
140,-13.5,34
140,-15.63333,34.61667
140,-13.90384,33.45376
140,-13.7623,33.07998
140,-11.46556,34.02071
140,-13.5,34
140,-13.96692,33.78725
140,-11.91667,34.16667
140,-11,34
140,-14.01962,33.68407
140,-15.78499,35.00854
140,-10.11153,33.88151
140,-15.9344,35.4999
140,-15.75,34.96667
140,-15.64732,34.93956
140,-12.63333,33.68333
141,-13.5,34
141,-14.11667,33.95
141,-12.16667,33.68333
141,-15.43007,35.41829
141,-13.5,34
142,-14.01962,33.68407
142,-13.5,34
142,-15.43209,35.31589
142,-13.5,34
143,-13.5,34
144,-13.96692,33.78725
144,-12.80417,34.08298
144,-13.5,34
144,-13.96667,33.7
144,-15.43007,35.41829
144,-14.01962,33.68407
144,-14.26273,34.18559
144,-10.11153,33.88151
144,-15.63337,34.51682
144,-11.01863,33.85746
144,-14.75,34.75
144,-11.73333,34.08333
145,-14.4,34.38333
145,-14.01962,33.68407
145,-16.10583,35.1506
145,-15.04839,35.0591
145,-13.5,34
145,-15.5,35.25
145,-15.75268,35.21576
145,-13.5,34
145,-16.00693,35.30948
145,-15.9344,35.4999
145,-13.96692,33.78725
145,-15.64732,34.93956
146,-10.55409,33.89701
146,-13.93333,33.35
146,-13.5,34
146,-14.01962,33.68407
146,-15.64732,34.93956
147,-14.01962,33.68407
148,-14.01962,33.68407
148,-13.5,34
149,-14.01962,33.68407
149,-11.03333,34.21667
150,-13.5,34
150,-15.78499,35.00854
150,-14.01962,33.68407
150,-13.5,34
151,-13.5,34
151,-12.16667,33.68333
151,-14.01962,33.68407
151,-13.5,34
152,-14.01962,33.68407
152,-13.5,34
153,-13.5,34
153,-13.5,34
153,-13.5,34
154,-14.01962,33.68407
154,-13.5,34
154,-13.26667,34.01667
154,-13.5,34
156,-13.5,34
156,-14.26843,35.24659
156,-13.5,34
157,-14.01962,33.68407
157,-13.5,34
157,-13.5,34
158,-13.5,34
158,-14.16667,33.76667
158,-13.5,34
158,-14.01962,33.68407
158,-14.41667,34.13333
159,-14.01962,33.68407
159,-13.5,34
159,-14.26273,34.18559
159,-16.16667,34.75
159,-11.87429,34.14902
159,-15.43007,35.41829
159,-13.5,34
159,-15.64732,34.93956
160,-13.5,34
160,-13.5,34
160,-14.01962,33.68407
160,-15.12296,35.54495
161,-14.46667,35.48333
161,-14.29068,34.6918
161,-14.85,35.55
161,-14.01962,33.68407
161,-13.78938,33.781
161,-13.5,34
162,-12.9948,33.37312
162,-13.5,34
162,-14.01962,33.68407
162,-12.16667,33.83333
163,-14.75,34.75
163,-14.67771,34.95586
163,-14.26273,34.18559
163,-13.5,34
164,-14.75,34.75
164,-14.67771,34.95586
164,-14.26273,34.18559
164,-13.5,34
165,-14.98333,34.66667
166,-10.18333,33.81667
166,-14.01962,33.68407
166,-13.5,34
166,-12.16667,33.68333
166,-14.39296,35.34658
166,-11.73333,34.08333
166,-13.5,34
167,-14.29068,34.6918
167,-10.11153,33.88151
167,-13.5,34
167,-16.4,34.86667
167,-12.56667,34.15
167,-13.71959,34.40184
167,-14.01962,33.68407
167,-14.26273,34.18559
167,-16.16667,34.75
167,-12.80417,34.08298
167,-15.75,34.96667
167,-15.64732,34.93956
168,-15.78499,35.00854
168,-12.16667,33.83333
168,-14.01962,33.68407
168,-13.5,34
169,-13.5,34
170,-13.5,34
170,-13.5,34
171,-14.39296,35.34658
171,-12.80417,34.08298
171,-14.94583,35.57367
171,-15.04839,35.0591
171,-13.5,34
171,-14.05,34.93333
171,-16.75,35.16667
171,-15.78499,35.00854
171,-15.43007,35.41829
171,-15.64732,34.93956
171,-13.71959,34.40184
171,-14.01962,33.68407
171,-14.26273,34.18559
171,-13,33.41667
171,-16.16667,34.75
171,-15.63337,34.51682
171,-15.9344,35.4999
171,-13.7623,33.07998
171,-14.75,34.75
172,-11.46556,34.02071
172,-10.87068,34.13032
172,-15.43007,35.41829
172,-16.75,35.16667
172,-16.16667,34.75
172,-13.5,34
172,-15.49967,35.51747
172,-15.64732,34.93956
172,-14.94583,35.57367
172,-12.05,33.7
172,-14.36927,34.53077
172,-14.01962,33.68407
172,-13.29574,33.90798
172,-15.06665,35.22543
173,-14.01962,33.68407
173,-12.16667,33.68333
173,-13.5,34
173,-13.5,34
174,-13.71959,34.40184
174,-12.80417,34.08298
174,-14.01962,33.68407
174,-15.78499,35.00854
174,-15.63333,34.61667
174,-13.5,34
175,-15.66667,35.66667
175,-12.16667,33.68333
175,-13.5,34
176,-13.5,34
176,-14.63566,35.25184
176,-16.16667,34.75
176,-15.3,35.7
176,-11.38333,33.78333
176,-13.4,33.81667
176,-15.91036,35.40754
176,-14.39296,35.34658
177,-14.39296,35.34658
177,-15.01667,34.96667
177,-15.88333,35.25
177,-13.5,34
177,-14.63566,35.25184
177,-15.70657,34.71793
177,-15.12108,34.63584
177,-13.5,34
177,-13.71959,34.40184
177,-13.5,34
177,-11.41145,33.83213
177,-14.01962,33.68407
177,-15.78499,35.00854
177,-12.80417,34.08298
177,-15.06665,35.22543
179,-13.88461,33.50585
179,-14.94583,35.57367
179,-13.76667,33.38333
179,-13.5,34
179,-14.93333,35.45
179,-14.96667,35.51667
179,-13.5,34
179,-12.45,33.61667
179,-15.43007,35.41829
179,-15.9344,35.4999
179,-14.08463,33.91076
179,-14.01962,33.68407
179,-11.03333,34.21667
179,-15.40641,34.52207
180,-14.01962,33.68407
180,-11.03333,34.21667
180,-13.5,34
181,-16.26346,34.86889
181,-11.15,33.58333
181,-13.54904,33.51595
181,-13.5,34
181,-12.56667,34.15
181,-12.36162,33.55601
181,-12.49884,34.15375
181,-14.01962,33.68407
181,-16.16667,34.75
181,-11.83333,33.8
181,-12.73333,33.38333
181,-13.96692,33.78725
181,-15.64732,34.93956
182,-15.80427,35.34899
182,-15.8888,35.68372
182,-15.89799,35.52449
182,-15.88333,35.7
182,-15.94655,35.6981
182,-16.41667,34.86667
182,-15.93489,35.62909
182,-15.8352,35.55261
182,-14.01962,33.68407
182,-15.80788,35.05819
182,-11.03333,34.21667
182,-14.16212,34.81433
182,-15.91127,35.53597
182,-14.98333,34.66667
182,-13.12796,34.18533
182,-15.94856,35.59058
182,-13.95,33.7
182,-13.5,34
182,-11.87149,34.16453
182,-15.83654,35.69077
182,-14.01667,34.85
182,-13.96692,33.78725
182,-12.79598,33.56895
182,-15.55,35.83333
182,-15.9344,35.4999
182,-12.63333,33.68333
182,-15.68581,35.17732
182,-15.75,35
182,-15.66667,35.66667
182,-15.9,35.5
182,-15.87496,35.29587
182,-14.39296,35.34658
182,-11.26667,34.21667
182,-10.55409,33.89701
182,-13.50614,33.44329
182,-15.5,35
182,-16.03163,35.5
182,-13.5,34
182,-15.97746,35.52633
182,-15.43007,35.41829
182,-15.97055,35.31096
182,-15.64732,34.93956
183,-15.68581,35.17732
183,-15.89799,35.52449
183,-14.98333,34.66667
183,-13.5,34
183,-15.75,34.96667
183,-16.03163,35.5
183,-15.93489,35.62909
183,-15.94856,35.59058
183,-15.83654,35.69077
183,-14.05,34.93333
183,-13.5,34
183,-15.63337,34.51682
183,-15.9667,35.6333
183,-15.9344,35.4999
184,-14.01962,33.68407
184,-13.5,34
184,-13.5,34
185,-16.75,35.16667
185,-13.5,34
185,-13.5,34
185,-16.16667,34.75
187,-15.66667,34.88333
187,-13.3839,34.08339
187,-15.71667,35.05
187,-15.38333,34.98333
187,-15.78499,35.00854
187,-15.63333,35.08333
187,-15.64732,34.93956
188,-13.5,34
189,-12.06613,34.73066
189,-13.5,34
190,-16.58194,35.12483
190,-15.7833,35
190,-16.41667,35.26667
190,-13.5,34
190,-14.01962,33.68407
190,-13.5,34
191,-13.21667,34
191,-13.5,34
193,-13.5,34
193,-13.5,34
193,-13.5,34
194,-13.5,34
194,-13.5,34
194,-13.48333,33.75
195,-13.5,34
195,-13.5,34
196,-16.75,35.16667
196,-16.16667,34.75
196,-13.5,34
196,-13,33.41667
196,-13.5,34
197,-12.90756,34.2938
197,-13.5,34
197,-13.96542,34.80193
197,-13.4,33.68333
197,-15.78499,35.00854
197,-14.01962,33.68407
197,-15.63337,34.51682
197,-15.64732,34.93956
197,-12.63333,33.68333
198,-15.78499,35.00854
198,-11.46556,34.02071
198,-14.01962,33.68407
198,-15.97734,34.43481
198,-15.64732,34.93956
198,-14.75,34.75
198,-13.5,34
199,-13.5,34
199,-16.4,34.86667
199,-15.86586,35.22224
199,-15.63337,34.51682
199,-14.94583,35.57367
199,-11.03333,34.21667
199,-15.64732,34.93956
200,-13.5,34
200,-16.4,34.86667
200,-15.86586,35.22224
200,-15.63337,34.51682
200,-14.94583,35.57367
200,-11.03333,34.21667
200,-15.64732,34.93956
201,-13.5,34
201,-14.63566,35.25184
201,-13.71959,34.40184
201,-16.75,35.16667
201,-13.5,34
201,-13.6,33.53333
201,-14.18031,33.77725
202,-14.39296,35.34658
202,-11,34
202,-13.5,34
202,-11.73333,34.08333
202,-15.43007,35.41829
202,-15.64732,34.93956
202,-13.71959,34.40184
202,-14.01962,33.68407
202,-15.78499,35.00854
202,-12.80417,34.08298
202,-15.63337,34.51682
202,-14.26273,34.18559
202,-13.96692,33.78725
202,-11.65304,34.05322
202,-13.7623,33.07998
203,-13.5,34
203,-11.46556,34.02071
203,-15.3,35.7
203,-13.5,34
203,-12.81774,34.22743
203,-14.01962,33.68407
204,-14.39296,35.34658
204,-15.43007,35.41829
204,-15.78499,35.00854
204,-15.04839,35.0591
204,-13.5,34
204,-15.63333,34.61667
205,-14.3,33.83333
205,-12.71667,33.4
205,-13.5,34
205,-11.73333,34.08333
205,-15.43007,35.41829
205,-14.01962,33.68407
205,-14.39296,35.34658
205,-15.64732,34.93956
206,-13.5,34
206,-14.01962,33.68407
206,-13.5,34
206,-15.64732,34.93956
207,-12.90756,34.2938
207,-13.5,34
207,-15.39979,35.31366
207,-13.5,34
207,-15.64732,34.93956
208,-13.5,34
208,-14.63566,35.25184
208,-15.43007,35.41829
208,-15.64732,34.93956
208,-14.01962,33.68407
208,-10.55409,33.89701
213,-13.5,34
213,-13.5,34
214,-15.64732,34.93956
214,-13,33.41667
214,-13.5,34
214,-15.04839,35.0591
214,-14.75,34.75
214,-9.92727,33.42541
214,-10.80292,33.80524
214,-11.85428,33.60778
214,-15.41667,35.41667
214,-15.43007,35.41829
214,-14.94583,35.57367
214,-13.7623,33.07998
214,-13.29574,33.90798
214,-14.01962,33.68407
214,-16.75,35.16667
216,-15.88333,35.25
216,-13.5,34
216,-13.96542,34.80193
216,-15.78499,35.00854
216,-14.39296,35.34658
217,-13.5,34
217,-12.63333,33.68333
217,-15.63333,34.61667
217,-13.5,34
217,-12.90756,34.2938
217,-12.9948,33.37312
217,-13.96542,34.80193
217,-15.78499,35.00854
217,-16.16667,34.75
217,-14.39296,35.34658
218,-14.39296,35.34658
218,-14.94583,35.57367
218,-13.5,34
218,-14.72359,34.80892
218,-14.26273,34.18559
218,-14.01962,33.68407
218,-15.78499,35.00854
218,-12.36162,33.55601
218,-13.7623,33.07998
218,-14.75,34.75
219,-14.39296,35.34658
219,-14.94583,35.57367
219,-13.5,34
219,-13,33.41667
219,-14.01962,33.68407
219,-12.36162,33.55601
219,-13.7623,33.07998
219,-14.75,34.75
220,-15.88333,35.25
220,-13.5,34
220,-13.96542,34.80193
220,-15.78499,35.00854
221,-13.5,34
221,-13.96542,34.80193
221,-15.78499,35.00854
221,-14.01962,33.68407
222,-14.39296,35.34658
