"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","NL_NAME_3","VARNAME_3","TYPE_3","ENGTYPE_3"
44407,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",576,"n.a. (1464)","","","Unknown","Unknown"
44408,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",577,"n.a. (1470)","","","Unknown","Unknown"
44409,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",578,"n.a. (1484)","","","Unknown","Unknown"
44410,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",579,"n.a. (1490)","","","Unknown","Unknown"
44411,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",580,"n.a. (1491)","","","Unknown","Unknown"
44412,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",581,"n.a. (1513)","","","Unknown","Unknown"
44413,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",582,"n.a. (1517)","","","Unknown","Unknown"
44414,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",583,"n.a. (1519)","","","Unknown","Unknown"
44415,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",584,"n.a. (1521)","","","Unknown","Unknown"
44416,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",585,"n.a. (1526)","","","Unknown","Unknown"
44417,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",586,"n.a. (1536)","","","Unknown","Unknown"
44418,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",587,"n.a. (1537)","","","Unknown","Unknown"
44419,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",588,"n.a. (1538)","","","Unknown","Unknown"
44420,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",589,"n.a. (1544)","","","Unknown","Unknown"
44421,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",590,"n.a. (1551)","","","Unknown","Unknown"
44422,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",591,"n.a. (1552)","","","Unknown","Unknown"
44423,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",592,"n.a. (1553)","","","Unknown","Unknown"
44424,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",593,"n.a. (1555)","","","Unknown","Unknown"
44425,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",594,"n.a. (1556)","","","Unknown","Unknown"
44426,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",595,"n.a. (1561)","","","Unknown","Unknown"
44427,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",596,"n.a. (1562)","","","Unknown","Unknown"
44428,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",597,"n.a. (1568)","","","Unknown","Unknown"
44429,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",598,"n.a. (1569)","","","Unknown","Unknown"
44430,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",599,"n.a. (1570)","","","Unknown","Unknown"
44431,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",600,"n.a. (1571)","","","Unknown","Unknown"
44432,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",601,"n.a. (1576)","","","Unknown","Unknown"
44433,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",602,"n.a. (1577)","","","Unknown","Unknown"
44434,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",603,"n.a. (1579)","","","Unknown","Unknown"
44435,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",604,"n.a. (1582)","","","Unknown","Unknown"
44436,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",605,"n.a. (1588)","","","Unknown","Unknown"
44437,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",606,"n.a. (1591)","","","Unknown","Unknown"
44438,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",607,"n.a. (1593)","","","Unknown","Unknown"
44439,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",608,"n.a. (1594)","","","Unknown","Unknown"
44440,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",609,"n.a. (1596)","","","Unknown","Unknown"
44441,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",610,"n.a. (1600)","","","Unknown","Unknown"
44442,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",611,"n.a. (1610)","","","Unknown","Unknown"
44443,135,"MWI","Malawi",6,"Dedza",46,"TA Pemba",612,"n.a. (1618)","","","Unknown","Unknown"
44444,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",613,"n.a. (1016)","","","Unknown","Unknown"
44445,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",614,"n.a. (1048)","","","Unknown","Unknown"
44446,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",615,"n.a. (1072)","","","Unknown","Unknown"
44447,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",616,"n.a. (1129)","","","Unknown","Unknown"
44448,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",617,"n.a. (1138)","","","Unknown","Unknown"
44449,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",618,"n.a. (1145)","","","Unknown","Unknown"
44450,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",619,"n.a. (1156)","","","Unknown","Unknown"
44451,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",620,"n.a. (1172)","","","Unknown","Unknown"
44452,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",621,"n.a. (1183)","","","Unknown","Unknown"
44453,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",622,"n.a. (1195)","","","Unknown","Unknown"
44454,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",623,"n.a. (1199)","","","Unknown","Unknown"
44455,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",624,"n.a. (1215)","","","Unknown","Unknown"
44456,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",625,"n.a. (1233)","","","Unknown","Unknown"
44457,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",626,"n.a. (1246)","","","Unknown","Unknown"
44458,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",627,"n.a. (1249)","","","Unknown","Unknown"
44459,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",628,"n.a. (1257)","","","Unknown","Unknown"
44460,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",629,"n.a. (1269)","","","Unknown","Unknown"
44461,135,"MWI","Malawi",6,"Dedza",47,"TA Tambala",630,"n.a. (1298)","","","Unknown","Unknown"
44462,135,"MWI","Malawi",7,"Dowa",48,"Dowa Boma",631,"n.a. (791)","","","Unknown","Unknown"
44463,135,"MWI","Malawi",7,"Dowa",49,"Mponela Urban",632,"n.a. (694)","","","Unknown","Unknown"
44464,135,"MWI","Malawi",7,"Dowa",49,"Mponela Urban",633,"n.a. (696)","","","Unknown","Unknown"
44465,135,"MWI","Malawi",7,"Dowa",49,"Mponela Urban",634,"n.a. (709)","","","Unknown","Unknown"
44466,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",635,"n.a. (526)","","","Unknown","Unknown"
44467,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",636,"n.a. (534)","","","Unknown","Unknown"
44468,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",637,"n.a. (538)","","","Unknown","Unknown"
44469,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",638,"n.a. (541)","","","Unknown","Unknown"
44470,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",639,"n.a. (558)","","","Unknown","Unknown"
44471,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",640,"n.a. (560)","","","Unknown","Unknown"
44472,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",641,"n.a. (562)","","","Unknown","Unknown"
44473,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",642,"n.a. (564)","","","Unknown","Unknown"
44474,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",643,"n.a. (567)","","","Unknown","Unknown"
44475,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",644,"n.a. (572)","","","Unknown","Unknown"
44476,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",645,"n.a. (575)","","","Unknown","Unknown"
44477,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",646,"n.a. (579)","","","Unknown","Unknown"
44478,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",647,"n.a. (584)","","","Unknown","Unknown"
44479,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",648,"n.a. (591)","","","Unknown","Unknown"
44480,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",649,"n.a. (599)","","","Unknown","Unknown"
44481,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",650,"n.a. (603)","","","Unknown","Unknown"
44482,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",651,"n.a. (607)","","","Unknown","Unknown"
44483,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",652,"n.a. (609)","","","Unknown","Unknown"
44484,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",653,"n.a. (612)","","","Unknown","Unknown"
44485,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",654,"n.a. (614)","","","Unknown","Unknown"
44486,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",655,"n.a. (616)","","","Unknown","Unknown"
44487,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",656,"n.a. (618)","","","Unknown","Unknown"
44488,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",657,"n.a. (622)","","","Unknown","Unknown"
44489,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",658,"n.a. (626)","","","Unknown","Unknown"
44490,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",659,"n.a. (628)","","","Unknown","Unknown"
44491,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",660,"n.a. (629)","","","Unknown","Unknown"
44492,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",661,"n.a. (639)","","","Unknown","Unknown"
44493,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",662,"n.a. (641)","","","Unknown","Unknown"
44494,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",663,"n.a. (661)","","","Unknown","Unknown"
44495,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",664,"n.a. (663)","","","Unknown","Unknown"
44496,135,"MWI","Malawi",7,"Dowa",50,"SC Chakhaza",665,"n.a. (680)","","","Unknown","Unknown"
44497,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",666,"n.a. (635)","","","Unknown","Unknown"
44498,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",667,"n.a. (650)","","","Unknown","Unknown"
44499,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",668,"n.a. (675)","","","Unknown","Unknown"
44500,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",669,"n.a. (699)","","","Unknown","Unknown"
44501,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",670,"n.a. (711)","","","Unknown","Unknown"
44502,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",671,"n.a. (718)","","","Unknown","Unknown"
44503,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",672,"n.a. (722)","","","Unknown","Unknown"
44504,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",673,"n.a. (737)","","","Unknown","Unknown"
44505,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",674,"n.a. (751)","","","Unknown","Unknown"
44506,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",675,"n.a. (767)","","","Unknown","Unknown"
44507,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",676,"n.a. (771)","","","Unknown","Unknown"
44508,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",677,"n.a. (781)","","","Unknown","Unknown"
44509,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",678,"n.a. (782)","","","Unknown","Unknown"
44510,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",679,"n.a. (801)","","","Unknown","Unknown"
44511,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",680,"n.a. (807)","","","Unknown","Unknown"
44512,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",681,"n.a. (813)","","","Unknown","Unknown"
44513,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",682,"n.a. (820)","","","Unknown","Unknown"
44514,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",683,"n.a. (832)","","","Unknown","Unknown"
44515,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",684,"n.a. (844)","","","Unknown","Unknown"
44516,135,"MWI","Malawi",7,"Dowa",51,"SC Kayembe",685,"n.a. (850)","","","Unknown","Unknown"
44517,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",686,"n.a. (809)","","","Unknown","Unknown"
44518,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",687,"n.a. (814)","","","Unknown","Unknown"
44519,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",688,"n.a. (815)","","","Unknown","Unknown"
44520,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",689,"n.a. (817)","","","Unknown","Unknown"
44521,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",690,"n.a. (818)","","","Unknown","Unknown"
44522,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",691,"n.a. (823)","","","Unknown","Unknown"
44523,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",692,"n.a. (826)","","","Unknown","Unknown"
44524,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",693,"n.a. (843)","","","Unknown","Unknown"
44525,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",694,"n.a. (856)","","","Unknown","Unknown"
44526,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",695,"n.a. (859)","","","Unknown","Unknown"
44527,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",696,"n.a. (863)","","","Unknown","Unknown"
44528,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",697,"n.a. (867)","","","Unknown","Unknown"
44529,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",698,"n.a. (868)","","","Unknown","Unknown"
44530,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",699,"n.a. (872)","","","Unknown","Unknown"
44531,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",700,"n.a. (876)","","","Unknown","Unknown"
44532,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",701,"n.a. (877)","","","Unknown","Unknown"
44533,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",702,"n.a. (895)","","","Unknown","Unknown"
44534,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",703,"n.a. (901)","","","Unknown","Unknown"
44535,135,"MWI","Malawi",7,"Dowa",52,"SC Mkukula",704,"n.a. (926)","","","Unknown","Unknown"
44536,135,"MWI","Malawi",7,"Dowa",53,"SC Mponela",705,"n.a. (660)","","","Unknown","Unknown"
44537,135,"MWI","Malawi",7,"Dowa",53,"SC Mponela",706,"n.a. (687)","","","Unknown","Unknown"
44538,135,"MWI","Malawi",7,"Dowa",53,"SC Mponela",707,"n.a. (697)","","","Unknown","Unknown"
44539,135,"MWI","Malawi",7,"Dowa",53,"SC Mponela",708,"n.a. (700)","","","Unknown","Unknown"
44540,135,"MWI","Malawi",7,"Dowa",53,"SC Mponela",709,"n.a. (720)","","","Unknown","Unknown"
44541,135,"MWI","Malawi",7,"Dowa",53,"SC Mponela",710,"n.a. (745)","","","Unknown","Unknown"
44542,135,"MWI","Malawi",7,"Dowa",53,"SC Mponela",711,"n.a. (752)","","","Unknown","Unknown"
44543,135,"MWI","Malawi",7,"Dowa",53,"SC Mponela",712,"n.a. (786)","","","Unknown","Unknown"
44544,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",713,"n.a. (735)","","","Unknown","Unknown"
44545,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",714,"n.a. (749)","","","Unknown","Unknown"
44546,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",715,"n.a. (755)","","","Unknown","Unknown"
44547,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",716,"n.a. (763)","","","Unknown","Unknown"
44548,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",717,"n.a. (769)","","","Unknown","Unknown"
44549,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",718,"n.a. (777)","","","Unknown","Unknown"
44550,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",719,"n.a. (783)","","","Unknown","Unknown"
44551,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",720,"n.a. (787)","","","Unknown","Unknown"
44552,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",721,"n.a. (797)","","","Unknown","Unknown"
44553,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",722,"n.a. (804)","","","Unknown","Unknown"
44554,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",723,"n.a. (805)","","","Unknown","Unknown"
44555,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",724,"n.a. (821)","","","Unknown","Unknown"
44556,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",725,"n.a. (824)","","","Unknown","Unknown"
44557,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",726,"n.a. (834)","","","Unknown","Unknown"
44558,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",727,"n.a. (837)","","","Unknown","Unknown"
44559,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",728,"n.a. (865)","","","Unknown","Unknown"
44560,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",729,"n.a. (866)","","","Unknown","Unknown"
44561,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",730,"n.a. (871)","","","Unknown","Unknown"
44562,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",731,"n.a. (878)","","","Unknown","Unknown"
44563,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",732,"n.a. (884)","","","Unknown","Unknown"
44564,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",733,"n.a. (886)","","","Unknown","Unknown"
44565,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",734,"n.a. (906)","","","Unknown","Unknown"
44566,135,"MWI","Malawi",7,"Dowa",54,"TA Chiwere",735,"n.a. (949)","","","Unknown","Unknown"
44567,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",736,"n.a. (632)","","","Unknown","Unknown"
44568,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",737,"n.a. (636)","","","Unknown","Unknown"
44569,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",738,"n.a. (643)","","","Unknown","Unknown"
44570,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",739,"n.a. (652)","","","Unknown","Unknown"
44571,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",740,"n.a. (656)","","","Unknown","Unknown"
44572,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",741,"n.a. (664)","","","Unknown","Unknown"
44573,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",742,"n.a. (665)","","","Unknown","Unknown"
44574,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",743,"n.a. (667)","","","Unknown","Unknown"
44575,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",744,"n.a. (677)","","","Unknown","Unknown"
44576,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",745,"n.a. (693)","","","Unknown","Unknown"
44577,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",746,"n.a. (712)","","","Unknown","Unknown"
44578,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",747,"n.a. (723)","","","Unknown","Unknown"
44579,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",748,"n.a. (732)","","","Unknown","Unknown"
44580,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",749,"n.a. (750)","","","Unknown","Unknown"
44581,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",750,"n.a. (753)","","","Unknown","Unknown"
44582,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",751,"n.a. (761)","","","Unknown","Unknown"
44583,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",752,"n.a. (772)","","","Unknown","Unknown"
44584,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",753,"n.a. (773)","","","Unknown","Unknown"
44585,135,"MWI","Malawi",7,"Dowa",55,"TA Dzoole",754,"n.a. (798)","","","Unknown","Unknown"
44586,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",755,"n.a. (670)","","","Unknown","Unknown"
44587,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",756,"n.a. (678)","","","Unknown","Unknown"
44588,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",757,"n.a. (679)","","","Unknown","Unknown"
44589,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",758,"n.a. (682)","","","Unknown","Unknown"
44590,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",759,"n.a. (685)","","","Unknown","Unknown"
44591,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",760,"n.a. (688)","","","Unknown","Unknown"
44592,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",761,"n.a. (690)","","","Unknown","Unknown"
44593,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",762,"n.a. (691)","","","Unknown","Unknown"
44594,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",763,"n.a. (707)","","","Unknown","Unknown"
44595,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",764,"n.a. (708)","","","Unknown","Unknown"
44596,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",765,"n.a. (713)","","","Unknown","Unknown"
44597,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",766,"n.a. (725)","","","Unknown","Unknown"
44598,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",767,"n.a. (734)","","","Unknown","Unknown"
44599,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",768,"n.a. (748)","","","Unknown","Unknown"
44600,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",769,"n.a. (754)","","","Unknown","Unknown"
44601,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",770,"n.a. (759)","","","Unknown","Unknown"
44602,135,"MWI","Malawi",7,"Dowa",56,"TA Msakambewa",771,"n.a. (766)","","","Unknown","Unknown"
44603,135,"MWI","Malawi",8,"Karonga",57,"Karonga Town",772,"n.a. (60)","","","Unknown","Unknown"
44604,135,"MWI","Malawi",8,"Karonga",57,"Karonga Town",773,"n.a. (62)","","","Unknown","Unknown"
44605,135,"MWI","Malawi",8,"Karonga",57,"Karonga Town",774,"n.a. (64)","","","Unknown","Unknown"
44606,135,"MWI","Malawi",8,"Karonga",57,"Karonga Town",775,"n.a. (65)","","","Unknown","Unknown"
44607,135,"MWI","Malawi",8,"Karonga",57,"Karonga Town",776,"n.a. (66)","","","Unknown","Unknown"
44608,135,"MWI","Malawi",8,"Karonga",57,"Karonga Town",777,"n.a. (67)","","","Unknown","Unknown"
44609,135,"MWI","Malawi",8,"Karonga",57,"Karonga Town",778,"n.a. (68)","","","Unknown","Unknown"
44610,135,"MWI","Malawi",8,"Karonga",57,"Karonga Town",779,"n.a. (70)","","","Unknown","Unknown"
44611,135,"MWI","Malawi",8,"Karonga",58,"Lake Malawi",780,"n.a. (6)","","","Unknown","Unknown"
44612,135,"MWI","Malawi",8,"Karonga",59,"Nyipa N. P. - Karonga",781,"n.a. (81)","","","Unknown","Unknown"
44613,135,"MWI","Malawi",8,"Karonga",60,"SC Mwakaboko",782,"n.a. (13)","","","Unknown","Unknown"
44614,135,"MWI","Malawi",8,"Karonga",60,"SC Mwakaboko",783,"n.a. (14)","","","Unknown","Unknown"
44615,135,"MWI","Malawi",8,"Karonga",60,"SC Mwakaboko",784,"n.a. (17)","","","Unknown","Unknown"
44616,135,"MWI","Malawi",8,"Karonga",60,"SC Mwakaboko",785,"n.a. (20)","","","Unknown","Unknown"
44617,135,"MWI","Malawi",8,"Karonga",60,"SC Mwakaboko",786,"n.a. (22)","","","Unknown","Unknown"
44618,135,"MWI","Malawi",8,"Karonga",60,"SC Mwakaboko",787,"n.a. (28)","","","Unknown","Unknown"
44619,135,"MWI","Malawi",8,"Karonga",61,"SC Mwirang'ombe",788,"n.a. (85)","","","Unknown","Unknown"
44620,135,"MWI","Malawi",8,"Karonga",61,"SC Mwirang'ombe",789,"n.a. (89)","","","Unknown","Unknown"
44621,135,"MWI","Malawi",8,"Karonga",61,"SC Mwirang'ombe",790,"n.a. (90)","","","Unknown","Unknown"
44622,135,"MWI","Malawi",8,"Karonga",61,"SC Mwirang'ombe",791,"n.a. (91)","","","Unknown","Unknown"
44623,135,"MWI","Malawi",8,"Karonga",62,"TA Kilupula",792,"n.a. (29)","","","Unknown","Unknown"
44624,135,"MWI","Malawi",8,"Karonga",62,"TA Kilupula",793,"n.a. (31)","","","Unknown","Unknown"
44625,135,"MWI","Malawi",8,"Karonga",62,"TA Kilupula",794,"n.a. (35)","","","Unknown","Unknown"
44626,135,"MWI","Malawi",8,"Karonga",62,"TA Kilupula",795,"n.a. (36)","","","Unknown","Unknown"
44627,135,"MWI","Malawi",8,"Karonga",62,"TA Kilupula",796,"n.a. (38)","","","Unknown","Unknown"
44628,135,"MWI","Malawi",8,"Karonga",62,"TA Kilupula",797,"n.a. (40)","","","Unknown","Unknown"
44629,135,"MWI","Malawi",8,"Karonga",62,"TA Kilupula",798,"n.a. (41)","","","Unknown","Unknown"
44630,135,"MWI","Malawi",8,"Karonga",62,"TA Kilupula",799,"n.a. (42)","","","Unknown","Unknown"
44631,135,"MWI","Malawi",8,"Karonga",62,"TA Kilupula",800,"n.a. (43)","","","Unknown","Unknown"
44632,135,"MWI","Malawi",8,"Karonga",62,"TA Kilupula",801,"n.a. (44)","","","Unknown","Unknown"
44633,135,"MWI","Malawi",8,"Karonga",62,"TA Kilupula",802,"n.a. (45)","","","Unknown","Unknown"
44634,135,"MWI","Malawi",8,"Karonga",62,"TA Kilupula",803,"n.a. (47)","","","Unknown","Unknown"
44635,135,"MWI","Malawi",8,"Karonga",62,"TA Kilupula",804,"n.a. (50)","","","Unknown","Unknown"
44636,135,"MWI","Malawi",8,"Karonga",62,"TA Kilupula",805,"n.a. (52)","","","Unknown","Unknown"
44637,135,"MWI","Malawi",8,"Karonga",62,"TA Kilupula",806,"n.a. (53)","","","Unknown","Unknown"
44638,135,"MWI","Malawi",8,"Karonga",63,"TA Kyungu",807,"n.a. (49)","","","Unknown","Unknown"
44639,135,"MWI","Malawi",8,"Karonga",63,"TA Kyungu",808,"n.a. (51)","","","Unknown","Unknown"
44640,135,"MWI","Malawi",8,"Karonga",63,"TA Kyungu",809,"n.a. (54)","","","Unknown","Unknown"
44641,135,"MWI","Malawi",8,"Karonga",63,"TA Kyungu",810,"n.a. (55)","","","Unknown","Unknown"
44642,135,"MWI","Malawi",8,"Karonga",63,"TA Kyungu",811,"n.a. (57)","","","Unknown","Unknown"
44643,135,"MWI","Malawi",8,"Karonga",63,"TA Kyungu",812,"n.a. (58)","","","Unknown","Unknown"
44644,135,"MWI","Malawi",8,"Karonga",63,"TA Kyungu",813,"n.a. (59)","","","Unknown","Unknown"
