project_ID,latitude,longitude,precision_code,geoname_ID,geoname
872261259809,-14.262731,34.18559,3,930023,Dedza District
872261259809,-16.105828,35.150601,3,930283,Thyolo District
872261259809,-15.752677,35.215762,3,930579,Chiradzulu District
872261259809,-15.647316,34.939562,3,931754,Blantyre District
872261259809,-15.048394,35.059102,3,1105840,Balaka District
872261259868,,,8,927384,Republic of Malawi
872261259868,,,6,927384,Republic of Malawi
872261259891,-11.854277,33.607776,3,925496,Mzimba District
872261259891,-14.945831,35.573667,3,927642,Machinga District
872261259891,-13,33.4166667,3,928531,Kasungu District
872261259891,-15.6666667,35.6666667,3,1105842,Phalombe District
872261259891,-11.854277,33.607776,3,925496,Mzimba District
872261259891,-14.945831,35.573667,3,927642,Machinga District
872261259891,-13,33.4166667,3,928531,Kasungu District
872261259891,-15.6666667,35.6666667,3,1105842,Phalombe District
872261259891,-11.854277,33.607776,3,925496,Mzimba District
872261259891,-14.945831,35.573667,3,927642,Machinga District
872261259891,-13,33.4166667,3,928531,Kasungu District
872261259891,-15.666667,35.666667,3,1105842,Phalombe District
872261259904,-13.600977,33.823778,3,929975,Dowa District
872261259907,,,6,927384,Republic of Malawi
872261259924,,,6,927384,Republic of Malawi
872261259927,,,8,927384,Republic of Malawi
872261259929,,,8,927384,Republic of Malawi
872261259942,,,8,927384,Republic of Malawi
872261259943,,,8,927384,Republic of Malawi
872261269856,-13.983333,33.783333,1,927967,Lilongwe
872261269866,,,8,927384,Republic of Malawi
872261269866,,,8,927384,Republic of Malawi
872261269901,,,8,927384,Republic of Malawi
872261269983,,,8,927384,Republic of Malawi
872261289758,,,6,927384,Republic of Malawi
872261289758,,,8,927384,Republic of Malawi
872261289766,,,8,927384,Republic of Malawi
872261289776,,,8,927384,Republic of Malawi
872261289780,,,6,927384,Republic of Malawi
872261289784,,,8,927384,Republic of Malawi
872261289822,,,6,927384,Republic of Malawi
872261289823,,,6,927384,Republic of Malawi
872261289827,,,6,927384,Republic of Malawi
872261289828,,,8,927384,Republic of Malawi
872261289839,,,8,927384,Republic of Malawi
872261289839,-9.93333,33.93333,1,235715,Karonga
872261289839,-9.70237,33.26969,1,235751,Chitipa
872261289839,-15.385957,35.318801,1,923295,Zomba
872261289839,-16.06775,35.14046,1,923652,Thyolo
872261289839,-13.7804,34.4587,1,924055,Salima
872261289839,-11.01863,33.85746,1,924102,Rumphi
872261289839,-15.80635,35.65067,1,924206,Phalombe
872261289839,-13.52775,33.9149,1,924491,Ntchisi
872261289839,-14.82027,34.63586,1,924492,Ntcheu
872261289839,-16.91995,35.26199,1,924572,Nsanje
872261289839,-12.92744,34.29614,1,924705,Nkhotakota
872261289839,-11.60659,34.29073,1,924732,Nkhata Bay
872261289839,,,1,924944,Likoma
872261289839,-11.465558,34.020709,1,925475,Mzuzu
872261289839,-11.9,33.6,1,925498,Mzimba
872261289839,-15.60262,34.52479,1,925596,Mwanza
872261289839,-16.03163,35.5,1,925789,Mulanje
872261289839,-13.79841,32.88019,1,926747,Mchinji
872261289839,-14.47815,35.26448,1,927246,Mangochi
872261289839,,,8,927384,Republic of Malawi
872261289839,-15.16849,35.30002,1,927643,Machinga
872261289839,-13.966919,33.787247,1,927967,Lilongwe
872261289839,-13.03333,33.48333,1,928534,Kasungu
872261289839,-13.65399,33.93754,1,929977,Dowa
872261289839,-14.3779,34.33322,1,930025,Dedza
872261289839,-15.67461,35.14071,1,930580,Chiradzulu
872261289839,-16.041986,34.801923,3,931070,Chikwawa
872261289839,-15.78499,35.00854,1,931755,Blantyre
872261289839,-14.97928,34.95575,1,931865,Balaka
872261289839,-15.802988,35.022107,1,7874699,Queen Elizabeth Central Hospital
872261289879,,,8,927384,Republic of Malawi
872261289879,,,6,927384,Republic of Malawi
872261289897,,,8,927384,Republic of Malawi
872261289911,,,6,927384,Republic of Malawi
872261289912,,,8,927384,Republic of Malawi
872261289917,,,8,927384,Republic of Malawi
872261289955,,,8,927384,Republic of Malawi
872261289960,,,8,927384,Republic of Malawi
872261289970,,,6,927384,Republic of Malawi
872261289970,,,6,927384,Republic of Malawi
872261299752,,,6,927384,Republic of Malawi
872261299768,-11.854277,33.607776,3,925496,Mzimba District
872261299768,-11.466667,33.416667,1,929878,Eutini
872261299768,-11.933333,33.433333,1,927201,Manyamula School
872261299768,-13.762298,33.0799839,3,926745,Mchinji District
872261299768,-13.583333,33.033333,1,929210,Kalulu
872261299768,-13.516667,33.716667,1,926087,Mponela
872261299768,-13.416667,33.6,1,927618,Madisi
872261299768,-13.616667,33.483333,1,930504,Chisepo
872261299768,-13.600977,33.823778,3,929975,Dowa District
872261299768,-14.4166667,34.6,1,929778,Golomoti Station
872261299768,-13.216667,34.316667,1,923324,Zidyana
872261299768,-13.983333,34.516667,1,930629,Chipoka
872261299768,-13.6,34.316667,1,928175,Kombedza
872261299768,-13.733333,34.45,1,923740,Tembwe
872261299768,-13.983333,33.583333,1,926114,Mpingu
872261299768,-14.016667,33.4,1,931040,Chileka
872261299768,-14.066667,33.983333,1,931018,Chilima
872261299768,-14.166667,33.75,1,926418,Mkwinda
872261299768,,,6,931665,Bwengu
872261299768,-13.719594,34.401842,3,924053,Salima District
872261299768,-11.46555674,34.02070999,1,925475,Mzuzu
872261299768,-14.019624,33.68407,3,927964,Lilongwe District
872261299768,-13,33.4166667,3,928531,Kasungu District
872261299791,-13.295737,33.907981,3,924490,Ntchisi District
872261299791,-11.854277,33.607776,3,925496,Mzimba District
872261299813,-13.70878,35.0448,1,927493,Makanjila
872261299813,,,3,927989,Likoma Island
872261299813,-11.87429,34.14902,1,931848,Bandawe
872261299813,-13.71667,34.61667,2,923940,Senga Bay Hotel
872261299813,-13.983333,33.783333,1,927967,Lilongwe
872261299813,-11.46555674,34.02070999,1,925475,Mzuzu
872261299813,-14.466667,35.266667,1,927246,Mangochi
872261299813,-12.62101,34.16634,1,927846,Liwaladzi
872261299813,-13.533333,34.383333,2,931142,Chikhu
872261299813,-12.3604,34.06716,2,7839210,Ngala Beach
872261299813,-14.216667,34.816667,1,927377,Malembo Fisheries
872261299813,,,8,927384,Republic of Malawi
872261299813,,,3,1105841,Likoma District
872261299813,-12.804172,34.082977,3,924703,Nkhotakota District
872261299813,-15.385957,35.318801,1,923295,Zomba
872261299813,-13,34.316667,1,924008,Sani
872261299813,-13.719594,34.401842,3,924053,Salima District
872261299813,-12.916667,34.3,1,924705,Nkhotakota
872261299813,-11.65304,34.053218,3,924730,Nkhata Bay District
872261299813,-14.392955,35.346577,3,927245,Mangochi District
872261299813,-13.983333,34.516667,1,930629,Chipoka
872261299813,-12.533333,34.183333,1,931301,Chia
872261299813,-15.786823,35.013868,1,931755,Blantyre
872261299813,,,1,930473,Chisumulu Island
872261299813,-12.09267,34.04792,1,7839186,Tukombo
872261299813,-12.333333,34.05,1,930976,Chiluvya
872261299818,-13.600977,33.823778,3,929975,Dowa District
872261299818,-13.295737,33.907981,3,924490,Ntchisi District
872261299818,-10.802922,33.805243,3,924100,Rumphi District
872261299818,-11.016667,34.05,1,926150,Mphompha
872261299818,-11.4,34.166667,1,931061,Chikwina
872261299818,-11.616667,34,2,930431,Chitheka
872261299818,-13.383333,33.883333,1,930600,Chipuka
872261299818,-13.483333,33.966667,1,929243,Kalira
872261299818,-13.582,33.96,1,7870095,Nachisaka
872261299818,-10.75,34.05,1,925083,Nchenachena
872261299818,-11.65304,34.053218,3,924730,Nkhata Bay District
872261299824,-14.019624,33.68407,3,927964,Lilongwe District
872261299824,-9.927265,33.425412,3,235749,Chitipa District
872261299824,-13.719594,34.401842,3,924053,Salima District
872261299824,-15.450508,34.700342,3,7628385,Neno District
872261299824,-15.633374,34.516816,3,925595,Mwanza District
872261299824,-15.934395,35.499904,3,925788,Mulanje District
872261299824,-15.666667,35.666667,3,1105842,Phalombe District
872261299824,,,8,927384,Republic of Malawi
872261299848,-9.927265,33.425412,3,235749,Chitipa District
872261299848,-13.719594,34.401842,3,924053,Salima District
872261299848,-13.295737,33.907981,3,924490,Ntchisi District
872261299848,-14.75,34.75,3,925072,Ntcheu District
872261299848,-15.633374,34.516816,3,925595,Mwanza District
872261299848,-14.945831,35.573667,3,927642,Machinga District
872261299848,-10.111532,33.881507,3,928657,Karonga District
872261299848,-13.600977,33.823778,3,929975,Dowa District
872261299848,-16.1666667,34.75,3,931067,Chikwawa District
872261299848,-15.048394,35.059102,3,1105840,Balaka District
872261299864,-14.019624,33.68407,3,927964,Lilongwe District
872261299864,-13.719594,34.401842,3,924053,Salima District
872261299864,-13,33.4166667,3,928531,Kasungu District
872261299864,-10.111532,33.881507,3,928657,Karonga District
872261299864,-11.46555674,34.02070999,2,925475,Mzuzu
872261299864,-14.945831,35.573667,3,927642,Machinga District
872261299864,-15.647316,34.939562,3,931754,Blantyre District
872261299864,-13.9833333,33.7833333,1,927967,Lilongwe
872261299864,-15.5,35,4,923817,Southern Region
872261299864,,,8,927384,Republic of Malawi
872261299872,-12.566667,34.15,2,929951,Dwangwa
872261299872,-12.616667,34.166667,1,927846,Liwaladzi
872261299872,-12.3,34.033333,1,928573,Kasitu Local Court
872261299872,-12.733333,34.216667,1,928450,Katimbila
872261299875,-15.551433,35.820437,1,925347,Nambazu
872261299875,-15.806351,35.650673,1,924206,Phalombe
872261299875,-15.71875,35.687178,1,926644,Migowi Trading Centre
872261299875,-15.859192,35.750751,1,924647,Nkulambe
872261299881,-16.75,35.16667,3,924567,Nsanje District
872261299881,-14.75,34.75,3,925072,Ntcheu District
872261299881,-13.7623,33.07998,3,926745,Mchinji District
872261299881,-14.39296,35.34658,3,927245,Mangochi District
872261299881,-14.94583,35.57367,3,927642,Machinga District
872261299881,-14.01962,33.68407,3,927964,Lilongwe District
872261299881,-13,33.41667,3,928531,Kasungu District
872261299881,-10.11153,33.88151,3,928657,Karonga District
872261299881,-13.60098,33.82378,3,929975,Dowa District
872261299881,-16.16667,34.75,3,931067,Chikwawa District
872261299881,-9.92726,33.42541,3,235749,Chitipa District
872261299881,-15.43007,35.41829,3,923292,Zomba District
872261299881,-10.80292,33.80524,3,924100,Rumphi District
872261299881,-13.29574,33.90798,3,924490,Ntchisi District
872261299881,-12.80417,34.08298,3,924703,Nkhotakota District
872261299881,-11.65304,34.05322,3,924730,Nkhata Bay District
872261299881,-11.85428,33.60778,3,925496,Mzimba District
872261299881,-14.26273,34.18559,3,930023,Dedza District
872261299881,-15.04839,35.0591,3,1105840,Balaka District
872261299890,,,8,927384,Republic of Malawi
872261299890,-9.927265,33.42541,3,235749,Chitipa District
872261299890,-15.430074,35.418291,3,923292,Zomba District
872261299890,-13.71959,34.40184,3,924053,Salima District
872261299890,-10.80292,33.80524,3,924100,Rumphi District
872261299890,-12.80417,34.08298,3,924703,Nkhotakota District
872261299890,-13.29574,33.90798,3,924490,Ntchisi District
872261299890,-16.75,35.16667,3,924567,Nsanje District
872261299890,-11.65304,34.05322,3,924730,Nkhata Bay District
872261299890,-14.75,34.75,3,925072,Ntcheu District
872261299890,-11.85428,33.60778,3,925496,Mzimba District
872261299890,-15.63337,34.51682,3,925595,Mwanza District
872261299890,-15.9344,35.4999,3,925788,Mulanje District
872261299890,-13.7623,33.07998,3,926745,Mchinji District
872261299890,-14.39296,35.34658,3,927245,Mangochi District
872261299890,-14.94583,35.57367,3,927642,Machinga District
872261299890,-15.75268,35.21576,3,930579,Chiradzulu District
872261299890,-16.105828,35.150601,3,930283,Thyolo District
872261299890,-14.26273,34.18559,3,930023,Dedza District
872261299890,-13.60098,33.82378,3,929975,Dowa District
872261299890,-10.11153,33.88151,3,928657,Karonga District
872261299890,-13,33.41667,3,928531,Kasungu District
872261299890,-14.01962,33.68407,3,927964,Lilongwe District
872261299890,-16.16667,34.75,3,931067,Chikwawa District
872261299890,-15.647316,34.939562,3,931754,Blantyre District
872261299890,-15.04839,35.0591,3,1105840,Balaka District
872261299890,,,3,1105841,Likoma District
872261299890,-15.66667,35.66667,3,1105842,Phalombe District
872261299923,,,6,927384,Republic of Malawi
872261299954,,,8,927384,Republic of Malawi
872261309774,-13.983333,33.783333,1,927967,Lilongwe
872261309778,-15.666667,35.666667,3,1105842,Phalombe District
872261309778,-13.762298,33.079984,3,926745,Mchinji District
872261309778,-13,33.416667,3,928531,Kasungu District
872261309778,-10.111532,33.881507,3,928657,Karonga District
872261309778,-11.65304,34.053218,3,924730,Nkhata Bay District
872261309778,-13.600977,33.823778,3,929975,Dowa District
872261309778,-13.719594,34.401842,3,924053,Salima District
872261309778,-15.430074,35.418291,3,923292,Zomba District
872261309778,-10.802922,33.805243,3,924100,Rumphi District
872261309778,-13.295737,33.907981,3,924490,Ntchisi District
872261309778,-12.804172,34.082977,3,924703,Nkhotakota District
872261309778,-14.75,34.75,3,925072,Ntcheu District
872261309778,-11.854277,33.607776,3,925496,Mzimba District
872261309778,-15.934395,35.499904,3,925788,Mulanje District
872261309778,-14.392955,35.346577,3,927245,Mangochi District
872261309778,-14.945831,35.573667,3,927642,Machinga District
872261309778,-14.019624,33.68407,3,927964,Lilongwe District
872261309778,-16.105828,35.150601,3,930283,Thyolo District
872261309778,-15.048394,35.059102,3,1105840,Balaka District
8722611410251,,,8,927384,Republic of Malawi
8722611410252,,,6,927384,Republic of Malawi
8722611410254,,,6,927384,Republic of Malawi
8722611410257,-13.719594,34.401842,3,924053,Salima District
8722611410257,-12.804172,34.082977,3,924703,Nkhotakota District
8722611410257,-14.019624,33.68407,3,927964,Lilongwe District
8722611410258,,,6,927384,Republic of Malawi
8722611410269,,,8,927384,Republic of Malawi
8722611610157,,,8,927384,Republic of Malawi
8722611610170,,,6,927384,Republic of Malawi
8722611610209,-10.111532,33.881507,3,928657,Karonga District
8722611610209,-11.65304,34.053218,3,924730,Nkhata Bay District
8722611610209,-14.262731,34.18559,3,930023,Dedza District
8722611610209,-13.762298,33.079984,3,926745,Mchinji District
8722611610209,-12.804172,34.082977,3,924703,Nkhotakota District
8722611610209,-15.934395,35.499904,3,925788,Mulanje District
8722611610209,-13.719594,34.401842,3,924053,Salima District
8722611610209,-14.392955,35.346577,3,927245,Mangochi District
8722611610209,-15.786823,35.013868,1,931755,Blantyre
8722611610209,-15.80901,35.06018,1,927955,Limbe
8722611610209,,,8,927384,Republic of Malawi
8722611610209,-13.983333,33.783333,1,927967,Lilongwe
8722611610297,,,6,927384,Republic of Malawi
8722611610364,-11.46555674,34.02070999,1,925475,Mzuzu
8722611610368,,,8,927384,Republic of Malawi
8722611610368,-13.9833333,33.7833333,1,927967,Lilongwe
8722611610371,-14.233333,33.666667,1,930449,Chitedze
8722611610371,-13.683333,34.266667,1,930462,Chitala Agricultural Research Station
8722611610371,-9.933333,33.933333,1,235715,Karonga
8722611610371,-13.366667,34,1,924491,Ntchisi
8722611610371,-13.65,33.933333,1,929977,Dowa
8722611610371,-12.916667,34.3,1,924705,Nkhotakota
8722611610371,-14.366667,34.333333,1,930025,Dedza
8722611610371,,,6,927384,Republic of Malawi
8722611610389,-13.983333,33.783333,1,927967,Lilongwe
8722611610393,,,8,927384,Republic of Malawi
8722611610395,,,6,927384,Republic of Malawi
8722611610395,,,8,927384,Republic of Malawi
8722611610396,,,6,927384,Republic of Malawi
8722611610397,,,6,927384,Republic of Malawi
8722611610397,-13.600977,33.823778,3,929975,Dowa District
8722611610397,,,8,927384,Republic of Malawi
8722611610397,,,6,927384,Republic of Malawi
8722611610397,-13.600977,33.823778,3,929975,Dowa District
8722611610398,-13.9833333,33.7833333,1,927967,Lilongwe
8722611610400,,,6,927384,Republic of Malawi
8722611610404,,,6,927384,Republic of Malawi
8722611610408,-13,33.4166667,3,928531,Kasungu District
8722611610408,-11.854277,33.607776,3,925496,Mzimba District
8722611610408,,,8,927384,Republic of Malawi
8722611610409,,,6,927384,Republic of Malawi
8722611610410,,,8,927384,Republic of Malawi
8722611610411,-13.295737,33.907981,3,924490,Ntchisi District
8722611610411,-13.600977,33.823778,3,929975,Dowa District
8722611610412,-15.430074,35.418291,3,923292,Zomba District
8722611610412,-16.75,35.166667,3,924567,Nsanje District
8722611610412,-14.392955,35.346577,3,927245,Mangochi District
8722611610412,-16.1666667,34.75,3,931067,Chikwawa District
8722611610413,-14.75,34.75,3,925072,Ntcheu District
8722611610413,-13.762298,33.079984,3,926745,Mchinji District
8722611610413,-14.392955,35.346577,3,927245,Mangochi District
8722611610413,-14.945831,35.573667,3,927642,Machinga District
8722611610413,-14.019624,33.68407,3,927964,Lilongwe District
8722611610414,-15.430074,35.418291,3,923292,Zomba District
8722611610414,-15.666667,35.666667,3,1105842,Phalombe District
8722611610415,,,6,927384,Republic of Malawi
8722611610416,,,6,927384,Republic of Malawi
8722611610418,,,6,927384,Republic of Malawi
8722611610419,,,6,927384,Republic of Malawi
8722611610420,,,6,927384,Republic of Malawi
8722611610421,,,6,927384,Republic of Malawi
8722611610422,,,6,927384,Republic of Malawi
8722611610423,,,6,927384,Republic of Malawi
8722611610428,-14.392955,35.346577,3,927245,Mangochi District
8722611610428,-14.35,34.816667,1,925171,Nankumba
8722611610429,-13.9833333,33.7833333,1,927967,Lilongwe
8722611610430,-14.392955,35.346577,3,927245,Mangochi District
8722611610431,-14.35,34.816667,2,925171,Nankumba
8722611610432,-14.083333,34.916667,1,926308,Monkey Bay
8722611610433,-14.083333,34.916667,1,926308,Monkey Bay
8722611610434,-13.983333,33.783333,1,927967,Lilongwe
8722611610435,,,8,927384,Republic of Malawi
8722611610438,,,6,927384,Republic of Malawi
8722611610439,,,6,927384,Republic of Malawi
8722611610440,,,6,927384,Republic of Malawi
8722611610441,,,8,927384,Republic of Malawi
8722611610442,,,6,927384,Republic of Malawi
8722611610443,,,6,927384,Republic of Malawi
8722611610453,-11.65304,34.053218,3,924730,Nkhata Bay District
8722611610453,-14.262731,34.18559,3,930023,Dedza District
8722611610453,-13.600977,33.823778,3,929975,Dowa District
8722611610453,-15.786823,35.013868,1,931755,Blantyre
8722611610453,-15.934395,35.499904,3,925788,Mulanje District
8722611610453,-14.392955,35.346577,3,927245,Mangochi District
8722611610454,-11.65304,34.053218,3,924730,Nkhata Bay District
8722611610454,-15.934395,35.499904,3,925788,Mulanje District
8722611610454,-14.392955,35.346577,3,927245,Mangochi District
8722611610454,-13.600977,33.823778,3,929975,Dowa District
8722611610454,-14.262731,34.18559,3,930023,Dedza District
8722611610454,-15.786823,35.013868,1,931755,Blantyre
8722611910014,-15.5,35,4,923817,Southern Region
8722611910014,-15.430074,35.418291,3,923292,Zomba District
8722611910014,-14.945831,35.573667,3,927642,Machinga District
8722611910068,-15.116667,35.383333,1,927833,Liwonde Forest Reserve
8722612110009,-13.719594,34.401842,3,924053,Salima District
8722612110009,-9.933333,33.933333,1,235715,Karonga
8722612110009,-14.466667,35.266667,1,927246,Mangochi
8722612110009,-10.7,34.183333,1,930340,Chiweta
8722612110009,-16.041986,34.801923,1,931070,Chikwawa
8722612110009,-11.066667,33.916667,1,931665,Bwengu
8722612110009,-14.983333,34.95,1,931865,Balaka
8722612110009,-16.58194,35.12483,1,7839220,Bangula
8722612110009,-15.78853,35.00494,1,7839224,Victoria Avenue
8722612110009,-15.78503,35.00319,1,7839232,Laws Road
8722612110009,-15.78568,35.0011,1,7839233,Sharpe Road
8722612110009,-15.78769,35.00025,1,7839234,Independence Drive
8722612110009,-15.79784,35.02821,1,7839236,Ali Hassan Mwinyi Road
8722612110009,-15.80115,35.05338,1,7839238,Hynde Road
8722612110009,-15.80437,35.06295,1,7839241,Tsiranana Road
8722612110009,-15.80788,35.05819,1,7839243,Grevillia Avenue
8722612110009,-15.81655,35.05939,1,7839244,Market Street
8722612110009,-15.81105,35.05584,1,7839245,North Road
8722612110009,-15.81188,35.07084,1,7839246,Partridge Avenue
8722612110009,-15.81703,35.07591,1,7839252,Mapingwe Road
8722612110009,-11.46499,34.02202,1,7839255,Kanjedza Drive
8722612110009,-11.46137,34.02071,1,7839256,St. Denis Road
8722612110009,-13.783333,34.433333,1,924055,Salima
8722612110009,-10.802922,33.805243,3,924100,Rumphi District
8722612110009,-16.75,35.1666667,3,924567,Nsanje District
8722612110009,-14.75,34.75,3,925072,Ntcheu District
8722612110009,-16.246739,34.928887,1,925092,Nchalo
8722612110009,-11.46555674,34.02070999,1,925475,Mzuzu
8722612110009,-11.854277,33.607776,3,925496,Mzimba District
8722612110009,-14.392955,35.346577,3,927245,Mangochi District
8722612110009,-15.066667,35.216667,1,927834,Liwonde
8722612110009,-14.019624,33.68407,3,927964,Lilongwe District
8722612110009,-13.9833333,33.7833333,1,927967,Lilongwe
8722612110009,-10.111532,33.881507,3,928657,Karonga District
8722612110009,-14.262731,34.18559,3,930023,Dedza District
8722612110009,-16.546748,35.155664,2,930549,Chiromo
8722612110009,-16.1666667,34.75,3,931067,Chikwawa District
8722612110009,-15.786823,35.013868,1,931755,Blantyre
8722612110009,-15.048394,35.059102,3,1105840,Balaka District
8722612110009,-15.76125,35.02628,1,7839225,Chileka Road
8722612110009,-15.78714,35.00422,1,7839226,Henderson Street
8722612110009,-15.78644,35.00416,1,7839227,Hanover Ave
8722612110009,-15.78613,35.0064,1,7839231,Livingstone Avenue
8722612110009,-15.80034,35.02076,2,7839235,Masauko Chipembere Highway
8722612110009,-15.78508,34.99993,1,7839229,Chilembwe Road
8722612110009,-9.58971,33.7763,1,7839213,Songwe M1 Bridge
8722612110009,-14.9925,34.86335,1,7839219,Nsipe-M1 Bridge
8722612110009,-14.22453,35.044,1,7839222,Nankundu M10/S128 Bridge
8722612110009,-11.44911,34.02401,1,7839258,Makata Road
8722612110009,-11.43727,34.0326,1,7839260,Yohane Jere Road
8722612110009,-11.45916,34.00955,2,928434,Katoto
8722612110009,-11.46555674,34.02070999,2,925475,Mzuzu
8722612110009,-14.945831,35.573667,3,927642,Machinga District
8722612110009,-11.4578,34.01824,1,7839317,Boardman Road
8722612110009,-11.46013,34.02316,1,7839988,Mbelwa Road
8722612110009,-15.78742,35.00871,1,7839989,Haile Selassie Avenue
8722612110009,-15.81123,35.05815,1,7839995,Dunduzu Road
8722612110009,-13.9793,33.77566,1,7839999,Kenyatta Drive
8722612110009,-13.95999,33.80635,1,7840002,Presidential Way
8722612110009,-13.96396,33.79706,1,7840003,Independence Avenue
8722612110009,-13.95321,33.79528,1,7840004,Chilembwe Road
8722612110009,-13.96249,33.79092,1,7840005,African Unity Avenue
8722612110009,-13.96468,33.78855,1,7840006,Convention Drive
8722612110009,-13.96905,33.7921,1,7840007,Youth Drive
8722612110009,-13.98287,33.77049,1,7840009,Murry Road
8722612110009,-13.9984,33.75986,1,7840012,Likuni Road
8722612110009,-13.95024,33.7885,1,7840014,Capital Hill Ring Road
8722612110009,-13.94731,33.79122,1,7840016,Capital Hill Ring Road Bisector
8722612110009,-13.9461,33.79605,1,7840018,Chayamba Road
8722612110009,-13.92749,33.79789,1,7840019,Ufulu Road
8722612110009,-13.9387,33.80084,1,7840020,Blantyre Street
8722612110009,-13.93882,33.80359,1,7840021,Zomba Street
8722612110009,-13.99168,33.75774,1,7840022,Mtunthama Road
8722612110009,-13.97767,33.757,1,7840023,Selous Road
8722612110013,-13.9833333,33.7833333,1,927967,Lilongwe
8722612110013,,,8,927384,Republic of Malawi
8722612110021,,,8,927384,Republic of Malawi
8722612110027,-14.083333,34.916667,1,926308,Monkey Bay
8722612110027,-12.61222,34.16226,1,7839230,Liwaladzi Bridge
8722612110027,-12.2347,33.98372,1,7839262,Dwambazi Bridge
8722612110027,,,2,7839237,Kasangadzi Bridge
8722612110027,-11.54958,34.20842,1,7839249,Kalwe Bridge
8722612110027,-14.392955,35.346577,3,927245,Mangochi District
8722612110027,-14.466667,35.266667,1,927246,Mangochi
8722612110027,,,8,927967,Lilongwe
8722612110027,-13.30845,33.54761,1,7839254,Lisasadzi Bridge
8722612110038,,,8,927384,Republic of Malawi
8722612110041,-16.266667,35.05,1,923887,Singano
8722612110041,-11.733333,33.65,1,929879,Eswanzini Court
8722612110041,-15.529885,35.030136,2,927900,Lirangwe Siding
8722612110041,-13.933333,34.35,1,931386,Chaseta
8722612110041,-14.216667,33.816667,1,929200,Kalumba
8722612110041,-13.8,34.483333,1,929489,Kachele
8722612110041,-14.883333,35.533333,1,927146,Masaka
8722612110041,-11.55,33.916667,1,926821,Mbowe Estate
8722612110041,-13.783333,34.433333,1,924055,Salima
8722612110041,-14.85,34.883333,2,926438,Mkutumula
8722612110041,-13.233333,33.733333,1,928640,Kasakula
8722612110041,-14.9,35.05,1,926888,Mbela
8722612110041,-13.71667,34.61667,1,923940,Senga Bay Hotel
8722612110041,-9.666667,33.516667,1,235686,Misuku
8722612110041,-9.927265,33.425412,3,235749,Chitipa District
8722612110041,-16.070289,35.147143,2,923652,Thyolo
8722612110041,-14.816667,34.633333,1,924492,Ntcheu
8722612110041,-11.65304,34.053218,3,924730,Nkhata Bay District
8722612110041,-14.75,34.75,3,925072,Ntcheu District
8722612110041,-13.7,33.6,1,925339,Nambuma
8722612110041,-11.854277,33.607776,3,925496,Mzimba District
8722612110041,-13.75,34.6,1,926623,Mikute
8722612110041,-11.75,33.916667,1,926957,Mazamba Hill
8722612110041,-14.383333,34.083333,1,927825,Lobi
8722612110041,-14.17785,34.12628,1,927925,Linthipe
8722612110041,-14.533333,34.683333,1,928579,Kasinje
8722612110041,-11.9,33.55,1,928951,Kandodo Chisi
8722612110041,-13.616667,34.533333,1,929457,Kachulu
8722612110041,-11.9,33.366667,1,929885,Engalaweni
8722612110041,-16.002688,35.318606,1,930262,Chonde
8722612110041,-16.105828,35.150601,3,930283,Thyolo District
8722612110041,-15.752677,35.215762,3,930579,Chiradzulu District
8722612110041,-11.833333,34.166667,1,930727,Chintheche
8722612110041,-15.016667,35.066667,1,931222,Chiendausiku
8722612110041,-14.87752,35.17209,1,7869833,Hoba
8722612110041,-11.6443,33.40428,1,7869937,Chanyama
8722612110041,-9.7064,33.35706,1,7869941,Kapoka
8722612110041,-16.08151,35.58443,1,7869952,Mimosa
8722612110041,-13.666667,33.683333,1,930044,Dangalilo
8722612110041,-14.4,34.516667,1,926684,Mganja
8722612110041,-11.366667,34.066667,2,930275,Choma School
8722612110041,-11.4,34.166667,1,931061,Chikwina
8722612110041,-16.041986,34.801923,2,931070,Chikwawa
8722612110041,-15.450508,34.700342,3,7628385,Neno District
8722612110041,-14.766667,35.65,1,931063,Chikweo
8722612110041,-15.679053,34.974014,1,931037,Chileka International Airport
8722612110041,-13.583333,32.966667,1,928319,Kawere
8722612110041,-13.8,32.9,1,926747,Mchinji
8722612110041,-16.166667,34.75,3,931067,Chikwawa District
8722612110041,-14.816667,34.833333,1,931780,Bilila Station
8722612110041,-11.15,33.666667,2,928263,Kazuni School
8722612110041,-13.416667,33.6,1,927618,Madisi
8722612110041,-14.016667,33.45,2,928710,Kapiri
8722612110041,-14.383333,34.016667,1,930753,Chinku
8722612110041,-15.430074,35.418291,3,923292,Zomba District
8722612110041,-15.385957,35.318801,1,923295,Zomba
8722612110041,-11.233333,34.183333,1,923508,Usisya
8722612110041,-15.983333,35.083333,1,923657,Thunga Mission and School
8722612110041,-15.5,35.45,1,923682,Thondwe
8722612110041,-14.683333,34.95,1,924541,Nsonde
8722612110041,-14.866667,34.75,1,924548,Nsipe Mission
8722612110041,-14.966667,35.866667,1,925103,Nayuci
8722612110041,-14.233333,34.516667,1,925962,Mtakataka
8722612110041,-14.47815,35.26448,1,927246,Mangochi
8722612110041,-13.85,34.566667,1,927574,Maganga
8722612110041,-11.516667,34.15,1,927668,Lwazi
8722612110041,-10.6,34.116667,1,927856,Livingstonia
8722612110041,-14.366667,34.333333,1,930025,Dedza
8722612110041,,,8,927384,Republic of Malawi
8722612110041,-15.177236,35.066675,2,923505,Utale Mission
8722612110041,-13.719594,34.401842,3,924053,Salima District
